1	0.868542 103 83 237 255
1	0.119411 20 105 59 157
1	0.116837 27 300 36 313
1	0.116658 5 319 13 334
1	0.11637 14 302 23 318
1	0.11618 3 96 48 174
1	0.116154 12 114 66 204
1	0.115979 5 337 14 353
1	0.115652 13 316 21 330
1	0.115315 174 399 203 438
1	0.115007 7 301 16 317
1	0.114844 41 300 52 313
1	0.114615 -4 197 41 281
1	0.114494 42 280 57 299
1	0.113988 38 274 61 302
1	0.113868 12 298 27 321
1	0.113808 25 121 47 154
1	0.113575 193 413 213 438
1	0.113414 13 339 23 355
1	0.113171 187 403 218 443
1	0.113113 173 385 236 450
1	0.112993 59 300 71 313
1	0.112933 50 273 74 301
1	0.112862 218 392 239 413
1	0.1124 2 140 31 192
1	0.112395 220 379 237 395
1	0.112331 9 309 26 338
1	0.112304 221 412 240 429
1	0.11227 23 297 40 322
1	0.112199 45 321 56 336
1	0.112113 30 284 40 301
1	0.112101 69 304 80 315
1	0.112082 223 361 234 373
1	0.111842 3 332 21 366
1	0.111671 249 334 265 355
1	0.11159 0 123 45 211
1	0.111588 3 352 15 375
1	0.11144 0 204 16 235
1	0.111415 37 241 57 263
1	0.111374 68 280 83 297
1	0.111258 211 371 244 407
1	0.111033 28 318 38 334
1	0.110967 15 285 25 302
1	0.110936 36 293 58 320
1	0.110936 32 232 66 271
1	0.110925 3 313 19 341
1	0.110819 228 322 257 363
1	0.110668 59 322 70 336
1	0.110444 192 424 214 446
1	0.110402 253 31 336 188
1	0.110381 1 183 30 235
1	0.110328 178 424 199 446
1	0.110293 194 390 210 408
1	0.110279 212 385 244 418
1	0.11027 14 159 28 184
1	0.11023 5 297 20 323
1	0.110194 7 280 16 298
1	0.110167 204 393 223 414
1	0.110131 208 379 226 397
1	0.110004 37 262 54 282
1	0.109823 24 135 57 188
1	0.109701 53 292 76 322
1	0.109698 205 411 222 432
1	0.109695 218 430 240 449
1	0.109686 223 331 236 352
1	0.109675 239 308 270 349
1	0.109632 71 323 83 336
1	0.10956 212 404 247 439
1	0.109448 34 254 61 288
1	0.109378 242 322 273 363
1	0.109344 194 359 207 371
1	0.109321 223 317 236 338
1	0.109175 209 361 221 373
1	0.109171 1 186 13 209
1	0.10912 78 337 99 355
1	0.109099 199 351 229 384
1	0.109096 -3 165 41 248
1	0.108987 250 361 263 377
1	0.108986 199 385 230 420
1	0.108986 7 346 29 385
1	0.108892 192 335 207 354
1	0.108889 207 337 221 358
1	0.108849 249 319 263 338
1	0.108827 63 273 89 301
1	0.108799 12 354 26 377
1	0.108773 96 417 112 429
1	0.108731 78 414 98 430
1	0.108712 177 395 196 419
1	0.108695 285 57 335 155
1	0.108669 211 347 242 387
1	0.108664 235 359 248 375
1	0.108561 203 427 224 448
1	0.108423 7 266 16 281
1	0.108299 71 342 86 356
1	0.108218 1 213 29 264
1	0.108177 216 322 243 362
1	0.108133 30 258 43 276
1	0.10813 215 303 245 347
1	0.1081 21 153 42 191
1	0.108048 253 376 266 391
