1	0.946309 200 80 281 195
1	0.126411 333 39 387 91
1	0.125855 33 30 99 99
1	0.122737 328 43 362 82
1	0.122512 360 43 396 82
1	0.121468 350 33 389 68
1	0.119967 333 37 356 57
1	0.119383 224 30 237 44
1	0.119019 39 18 81 57
1	0.11864 49 15 112 78
1	0.118544 66 18 101 48
1	0.118479 369 57 395 89
1	0.11827 53 12 77 30
1	0.117949 37 43 80 88
1	0.117918 61 33 95 60
1	0.117521 48 8 86 35
1	0.117203 225 36 240 53
1	0.116989 371 71 393 96
1	0.116864 260 38 274 50
1	0.116713 52 20 76 40
1	0.116555 64 7 101 35
1	0.1165 358 46 382 73
1	0.116111 220 27 241 48
1	0.11581 57 0 73 11
1	0.115434 246 32 257 44
1	0.115333 249 38 263 53
1	0.115287 352 59 376 89
1	0.114655 303 37 360 93
1	0.114601 73 40 109 89
1	0.114586 71 10 95 27
1	0.114412 72 2 88 15
1	0.114317 326 41 343 58
1	0.114283 216 34 229 51
1	0.114227 281 38 294 51
1	0.114102 323 36 350 67
1	0.113924 373 38 394 59
1	0.113812 353 56 412 121
1	0.113527 31 18 63 48
1	0.113515 376 92 389 106
1	0.113417 352 67 385 99
1	0.113164 243 34 270 58
1	0.113147 90 25 106 41
1	0.112877 60 40 98 74
1	0.112865 47 119 74 157
1	0.112357 216 30 228 43
1	0.112261 85 31 114 62
1	0.11219 3 43 37 87
1	0.11201 251 32 284 59
1	0.11177 90 37 110 57
1	0.111733 31 30 66 63
1	0.111591 273 30 305 60
1	0.111404 28 46 90 131
1	0.111335 51 0 82 19
1	0.111242 301 37 317 53
1	0.110993 281 55 296 69
1	0.110952 65 1 95 22
1	0.110931 368 82 397 114
1	0.110917 -1 -1 38 33
1	0.110914 2 18 38 61
1	0.110825 240 26 264 49
1	0.110741 83 19 110 47
1	0.110722 319 44 345 75
1	0.110385 294 31 326 63
1	0.109986 3 31 56 102
1	0.109959 379 29 390 40
1	0.109706 347 26 377 52
1	0.109504 -8 -14 107 92
1	0.109426 374 104 386 118
1	0.109236 28 1 91 47
1	0.109229 26 81 76 158
1	0.109009 214 26 233 47
1	0.108905 91 16 105 29
1	0.108866 370 67 406 112
1	0.108851 58 155 75 178
1	0.1088 75 129 91 151
1	0.108707 50 47 82 68
1	0.108582 419 68 449 117
1	0.108578 39 11 69 40
1	0.108336 355 81 384 114
1	0.108264 338 55 366 87
1	0.108249 61 46 114 131
1	0.108144 338 63 379 110
1	0.108068 362 89 376 106
1	0.107967 54 137 70 162
1	0.107939 370 23 397 51
1	0.107897 375 130 387 150
1	0.107891 94 -1 107 10
1	0.107808 82 8 111 37
1	0.107657 374 118 386 134
1	0.107639 353 29 371 44
1	0.107629 53 150 79 184
1	0.107573 274 48 304 75
1	0.107438 368 121 395 162
1	0.107437 366 97 394 126
1	0.10719 54 114 73 142
1	0.10697 88 -3 114 19
1	0.106953 355 122 380 159
1	0.106859 82 141 95 160
1	0.106724 -5 118 96 249
1	0.106709 72 153 94 185
