1	0.991811 168 58 354 315
1	0.128185 44 111 59 130
1	0.124381 5 100 19 120
1	0.124197 52 112 66 130
1	0.123698 45 105 69 133
1	0.123607 52 102 67 123
1	0.123235 14 110 30 129
1	0.123131 41 70 53 89
1	0.122665 16 104 29 120
1	0.122608 8 109 21 128
1	0.122568 44 102 60 124
1	0.122383 24 82 36 97
1	0.122283 19 75 31 90
1	0.121604 39 61 51 76
1	0.121562 64 70 76 88
1	0.121422 8 58 19 73
1	0.121309 6 69 17 85
1	0.121265 42 80 55 98
1	0.121213 2 87 12 103
1	0.120876 20 56 31 70
1	0.12047 82 99 94 115
1	0.119904 57 60 67 74
1	0.119744 82 119 94 132
1	0.119701 13 100 34 126
1	0.119669 75 82 87 101
1	0.119584 76 74 87 92
1	0.119071 63 83 76 102
1	0.118994 38 101 71 146
1	0.11864 4 106 37 150
1	0.118448 18 126 34 146
1	0.118422 56 79 78 110
1	0.118218 63 128 76 148
1	0.118041 79 60 90 76
1	0.118004 94 117 108 131
1	0.117942 40 77 60 106
1	0.117874 98 129 112 144
1	0.117692 66 140 78 157
1	0.117624 72 130 138 208
1	0.117502 61 69 78 96
1	0.117487 75 143 87 157
1	0.11739 41 125 58 148
1	0.117286 94 84 107 106
1	0.117262 77 129 91 146
1	0.117165 38 84 70 126
1	0.116907 73 70 91 98
1	0.116766 100 144 117 163
1	0.116639 93 97 108 116
1	0.116589 1 129 13 146
1	0.116432 72 123 96 152
1	0.115982 77 111 100 137
1	0.11593 76 93 98 123
1	0.115851 5 81 35 122
1	0.115612 39 140 54 161
1	0.115451 7 54 23 76
1	0.115398 1 84 18 108
1	0.115249 94 124 121 154
1	0.11524 71 137 95 165
1	0.115197 96 140 123 170
1	0.115196 28 116 87 205
1	0.115134 96 73 108 93
1	0.114948 0 141 13 159
1	0.114886 77 55 95 81
1	0.114744 13 122 39 152
1	0.114716 56 121 79 153
1	0.114665 62 155 72 170
1	0.114651 91 92 114 120
1	0.114632 91 66 112 100
1	0.114227 17 138 32 158
1	0.114192 61 135 82 163
1	0.114177 65 174 74 188
1	0.114086 113 82 128 108
1	0.114043 89 111 115 137
1	0.114018 96 55 107 75
1	0.113957 39 132 72 181
1	0.113876 24 88 79 167
1	0.113807 77 142 116 184
1	0.113739 39 155 53 175
1	0.113587 4 93 55 168
1	0.113297 34 149 59 186
1	0.112957 35 134 59 166
1	0.112822 97 153 115 171
1	0.11279 84 155 96 170
1	0.112613 57 148 79 184
1	0.112528 116 93 133 119
1	0.112144 -1 124 22 152
1	0.111997 57 163 80 198
1	0.11167 91 49 112 82
1	0.111533 39 170 52 187
1	0.111516 4 133 36 182
1	0.111347 76 165 103 200
1	0.111211 13 134 38 164
1	0.110878 19 37 86 122
1	0.110771 21 155 36 176
1	0.11063 -1 137 20 165
1	0.110601 0 155 13 175
1	0.110414 32 164 58 200
1	0.110254 113 49 128 77
1	0.110209 433 -4 448 15
1	0.110178 39 54 73 98
1	0.110128 3 64 55 139
