1	0.999968 99 97 245 281
1	0.108984 239 25 271 79
1	0.106643 300 206 310 231
1	0.10605 238 3 272 52
1	0.105548 273 140 288 167
1	0.105459 301 222 312 246
1	0.105184 287 206 300 229
1	0.104554 296 193 316 240
1	0.104438 266 156 290 197
1	0.104431 270 164 285 190
1	0.104151 281 195 306 240
1	0.103612 285 185 299 213
1	0.103302 296 212 317 255
1	0.102588 280 174 304 224
1	0.101808 314 206 325 236
1	0.10167 266 178 292 224
1	0.101354 303 178 315 212
1	0.101178 285 160 299 190
1	0.100607 250 154 275 194
1	0.10021 299 171 319 221
1	0.100114 272 187 286 211
1	0.10005 286 217 299 247
