1	0.998655 85 64 243 269
1	0.119239 167 301 185 322
1	0.118703 164 282 187 301
1	0.115998 161 292 189 325
1	0.115136 156 301 173 320
1	0.114924 140 298 152 314
1	0.114584 146 272 176 302
1	0.114062 149 290 180 326
1	0.113642 147 310 178 354
1	0.11353 135 289 160 320
1	0.113453 134 299 145 312
1	0.113414 139 277 158 299
1	0.113305 154 318 170 339
1	0.113103 179 303 196 322
1	0.11295 175 277 196 295
1	0.112752 165 266 186 282
1	0.112397 171 272 201 300
1	0.111439 181 267 201 284
1	0.111309 174 295 199 324
1	0.111148 131 277 149 298
1	0.110562 156 257 193 291
1	0.11051 190 264 212 284
1	0.110001 175 261 207 290
1	0.108728 146 318 157 333
1	0.108572 119 280 132 296
1	0.108495 138 308 166 350
1	0.108255 171 312 186 334
1	0.108231 163 305 189 344
1	0.107981 150 266 174 285
1	0.107832 126 266 142 285
1	0.107749 120 262 132 277
1	0.107391 119 302 131 316
1	0.107292 193 277 208 292
1	0.106844 113 271 138 301
1	0.106479 129 317 142 331
1	0.106189 138 269 160 290
1	0.10574 121 260 148 293
1	0.105733 183 314 195 333
1	0.105704 177 308 201 343
1	0.105562 106 280 118 297
1	0.105535 113 255 138 287
1	0.105376 110 292 139 325
1	0.104963 187 268 215 297
1	0.104836 119 308 149 344
1	0.104614 134 259 165 296
1	0.104303 101 269 124 304
1	0.10422 194 304 207 318
1	0.103661 105 306 114 320
1	0.101804 116 318 130 335
1	0.10116 105 260 119 277
1	0.101159 152 329 172 356
1	0.100819 99 294 121 329
1	0.100394 188 295 214 323
1	0.100389 108 310 139 346
