1	0.974481 177 68 265 180
1	0.160357 266 19 375 127
1	0.157016 275 129 310 152
1	0.12206 312 35 349 55
1	0.121135 289 32 329 52
1	0.120992 295 34 320 47
1	0.120596 283 48 298 59
1	0.120258 308 60 321 71
1	0.120119 303 88 336 134
1	0.119915 336 49 354 62
1	0.119305 111 95 126 112
1	0.119 283 39 302 50
1	0.118696 322 46 341 58
1	0.118577 315 40 350 65
1	0.118343 303 52 318 63
1	0.118117 301 64 334 106
1	0.117692 300 111 337 156
1	0.117434 278 35 313 54
1	0.117366 272 36 349 101
1	0.117274 308 72 321 85
1	0.116687 106 92 132 119
1	0.116377 286 57 301 70
1	0.116222 109 108 125 127
1	0.116174 308 82 322 94
1	0.11615 316 63 330 73
1	0.116105 276 43 308 65
1	0.11599 266 46 281 59
1	0.115962 286 78 300 90
1	0.115596 298 44 339 81
1	0.115468 293 43 328 68
1	0.115333 260 41 289 67
1	0.115058 318 112 350 141
1	0.114905 301 58 327 80
1	0.114414 300 67 326 93
1	0.114367 277 68 309 97
1	0.114304 279 54 307 79
1	0.114176 288 71 344 145
1	0.114044 261 37 277 49
1	0.113824 105 103 131 131
1	0.113559 246 47 259 61
1	0.11348 353 51 367 61
1	0.113336 319 130 341 151
1	0.11327 332 40 354 53
1	0.113136 238 39 265 70
1	0.11303 336 64 372 108
1	0.113015 262 66 291 97
1	0.11294 315 82 328 94
1	0.112857 315 101 372 163
1	0.112854 340 59 355 71
1	0.112669 300 77 327 100
1	0.11251 314 74 328 88
1	0.112507 257 90 289 124
1	0.112467 318 72 373 141
1	0.112433 255 33 286 52
1	0.112328 270 90 307 119
1	0.112264 280 83 296 96
1	0.112156 247 156 265 174
1	0.112022 327 127 352 154
1	0.111877 110 116 127 135
1	0.111745 310 56 338 80
1	0.111672 97 93 119 120
1	0.111582 322 109 340 126
1	0.111567 100 99 112 114
1	0.111366 102 109 115 126
1	0.111359 114 90 128 105
1	0.111324 268 61 281 73
1	0.111304 133 85 151 103
1	0.111273 261 55 289 84
1	0.111251 268 116 313 149
1	0.111213 110 123 139 156
1	0.111169 262 47 325 126
1	0.111165 271 77 306 108
1	0.111075 128 81 158 111
1	0.111007 335 132 350 149
1	0.110987 249 37 262 49
1	0.110964 255 125 315 191
1	0.110837 319 99 332 114
1	0.110803 332 117 349 136
1	0.110775 342 146 359 167
1	0.110519 333 113 368 152
1	0.110031 332 89 367 133
1	0.110021 303 134 338 182
1	0.109798 348 45 376 66
1	0.109743 335 46 371 79
1	0.109655 297 98 318 117
1	0.109367 260 97 279 113
1	0.109242 140 102 170 141
1	0.109209 267 100 309 130
1	0.109198 263 111 282 127
1	0.109192 244 32 269 54
1	0.109131 97 112 119 142
1	0.108849 317 143 339 166
1	0.108794 318 132 378 187
1	0.108699 135 109 154 130
1	0.108678 134 93 155 114
1	0.108539 334 142 371 179
1	0.108517 357 126 370 138
1	0.108505 315 36 380 96
1	0.108467 292 134 315 154
1	0.108222 265 89 280 101
