1	0.909933 62 128 171 297
1	0.113634 47 358 57 372
1	0.110838 48 334 61 355
1	0.110551 43 326 65 361
1	0.109805 60 373 73 390
1	0.109674 43 349 64 383
1	0.109358 49 376 59 392
1	0.108525 65 360 78 377
1	0.107921 158 177 258 335
1	0.107394 28 361 38 374
1	0.107014 28 372 39 387
1	0.106903 59 353 84 387
1	0.106104 55 365 81 402
1	0.105989 46 368 67 402
1	0.105776 18 377 28 391
1	0.105277 79 386 144 449
1	0.104813 4 377 16 395
1	0.104726 87 404 128 448
1	0.104417 24 354 44 381
1	0.104393 24 367 44 394
1	0.104215 112 405 155 448
1	0.104002 108 390 146 423
1	0.103959 115 398 136 416
1	0.103688 15 366 26 380
1	0.103397 62 337 75 354
1	0.103201 2 351 18 373
1	0.103179 72 356 90 376
1	0.102758 116 376 132 391
1	0.102623 52 378 81 425
1	0.102533 77 371 93 392
1	0.102342 113 373 140 400
1	0.102311 99 426 122 448
1	0.102041 11 369 34 400
1	0.101928 1 393 12 410
1	0.101894 67 350 95 383
1	0.101757 46 319 59 341
1	0.101732 59 387 75 409
1	0.101721 86 428 110 450
1	0.101705 103 372 121 392
1	0.10163 117 413 139 435
1	0.10152 2 413 13 436
1	0.101496 80 383 112 430
1	0.101467 48 392 60 412
1	0.101466 56 330 80 362
1	0.101437 31 393 42 410
1	0.101427 45 383 67 425
1	0.101318 1 366 22 402
1	0.101297 33 341 44 357
1	0.101179 70 364 98 404
1	0.101138 14 389 26 407
1	0.101001 49 426 63 446
1	0.100909 54 419 79 450
1	0.1008 93 382 130 424
1	0.100718 123 391 158 427
1	0.100703 96 368 123 401
1	0.100587 28 330 51 364
1	0.100539 114 425 141 449
1	0.100334 101 392 122 413
1	0.100235 83 367 110 407
1	0.100182 124 356 135 369
1	0.100015 -1 345 23 381
